ZCTA,TotalPopulation,Population_25to34Years,Population_55to59Years,Population_45to54Years,25to34Years (%),55to59Years (%),45to54Years (%)
ZCTA5 22722,244,8,0,84,3.3,0.0,34.4
ZCTA5 22723,121,0,0,0,0.0,0.0,0.0
ZCTA5 22724,2102,131,238,460,6.2,11.3,21.9
ZCTA5 22726,743,39,113,141,5.2,15.2,19.0
ZCTA5 22727,5765,778,639,892,13.5,11.1,15.5
ZCTA5 22728,2834,263,286,483,9.3,10.1,17.0
ZCTA5 22729,1312,322,198,228,24.5,15.1,17.4
ZCTA5 22730,223,0,0,50,0.0,0.0,22.4
ZCTA5 22731,39,0,0,0,0.0,0.0,0.0
ZCTA5 22732,217,0,59,28,0.0,27.2,12.9
ZCTA5 22733,917,39,68,242,4.3,7.4,26.4
ZCTA5 22734,3480,551,242,345,15.8,7.0,9.9
ZCTA5 22735,2764,386,90,370,14.0,3.3,13.4
ZCTA5 22736,810,83,30,213,10.2,3.7,26.3
ZCTA5 22737,3348,297,248,402,8.9,7.4,12.0
ZCTA5 22738,1513,134,94,109,8.9,6.2,7.2
ZCTA5 22740,873,55,76,141,6.3,8.7,16.2
ZCTA5 22741,165,16,0,0,9.7,0.0,0.0
ZCTA5 22742,1889,179,141,379,9.5,7.5,20.1
ZCTA5 22743,259,0,12,58,0.0,4.6,22.4
ZCTA5 22747,1367,174,128,127,12.7,9.4,9.3
ZCTA5 22749,228,0,0,18,0.0,0.0,7.9
ZCTA5 22801,41572,4653,1814,3719,11.2,4.4,8.9
ZCTA5 22802,29069,4976,1712,3145,17.1,5.9,10.8
ZCTA5 22807,3161,0,0,0,0.0,0.0,0.0
ZCTA5 22810,613,67,28,125,10.9,4.6,20.4
ZCTA5 22811,619,14,34,197,2.3,5.5,31.8
ZCTA5 22812,8952,878,481,955,9.8,5.4,10.7
ZCTA5 22815,9337,1026,594,1371,11.0,6.4,14.7
ZCTA5 22820,287,63,6,45,22.0,2.1,15.7
ZCTA5 22821,5428,763,337,674,14.1,6.2,12.4
ZCTA5 22824,6253,779,535,774,12.5,8.6,12.4
ZCTA5 22827,10289,1079,841,1415,10.5,8.2,13.8
ZCTA5 22830,1867,185,55,301,9.9,2.9,16.1
ZCTA5 22831,1199,131,205,123,10.9,17.1,10.3
ZCTA5 22832,1085,85,118,125,7.8,10.9,11.5
ZCTA5 22834,1055,94,99,138,8.9,9.4,13.1
ZCTA5 22835,11593,1136,973,1538,9.8,8.4,13.3
ZCTA5 22840,4679,622,279,534,13.3,6.0,11.4
ZCTA5 22841,2747,331,179,398,12.0,6.5,14.5
ZCTA5 22842,5374,477,387,885,8.9,7.2,16.5
ZCTA5 22843,2492,240,248,250,9.6,10.0,10.0
ZCTA5 22844,4802,501,406,594,10.4,8.5,12.4
ZCTA5 22845,9,0,0,0,0.0,0.0,0.0
ZCTA5 22846,2291,247,146,442,10.8,6.4,19.3
ZCTA5 22847,861,65,74,156,7.5,8.6,18.1
ZCTA5 22849,5318,582,353,863,10.9,6.6,16.2
ZCTA5 22850,1102,144,60,123,13.1,5.4,11.2
ZCTA5 22851,6057,784,542,993,12.9,8.9,16.4
ZCTA5 22853,3982,459,253,647,11.5,6.4,16.2
ZCTA5 22901,35372,5108,2765,4023,14.4,7.8,11.4
ZCTA5 22902,25245,5457,1596,2910,21.6,6.3,11.5
ZCTA5 22903,40652,7936,1956,3633,19.5,4.8,8.9
ZCTA5 22904,4834,123,0,5,2.5,0.0,0.1
ZCTA5 22911,17441,2239,1064,2456,12.8,6.1,14.1
ZCTA5 22920,3876,406,390,519,10.5,10.1,13.4
ZCTA5 22922,2145,211,193,265,9.8,9.0,12.4
ZCTA5 22923,5653,695,611,838,12.3,10.8,14.8
ZCTA5 22931,273,71,16,26,26.0,5.9,9.5
ZCTA5 22932,7721,554,428,1188,7.2,5.5,15.4
ZCTA5 22935,965,98,49,105,10.2,5.1,10.9
ZCTA5 22936,4891,241,519,779,4.9,10.6,15.9
ZCTA5 22937,2320,201,260,278,8.7,11.2,12.0
ZCTA5 22938,1378,107,209,344,7.8,15.2,25.0
ZCTA5 22939,6369,498,475,993,7.8,7.5,15.6
ZCTA5 22940,1406,73,88,188,5.2,6.3,13.4
ZCTA5 22942,9774,870,1080,1122,8.9,11.0,11.5
ZCTA5 22943,538,19,57,79,3.5,10.6,14.7
ZCTA5 22946,138,0,13,22,0.0,9.4,15.9
ZCTA5 22947,3956,404,370,437,10.2,9.4,11.0
ZCTA5 22948,165,0,0,0,0.0,0.0,0.0
ZCTA5 22949,1066,165,37,172,15.5,3.5,16.1
ZCTA5 22952,1792,181,242,245,10.1,13.5,13.7
ZCTA5 22958,1998,72,8,209,3.6,0.4,10.5
ZCTA5 22959,1380,118,150,268,8.6,10.9,19.4
ZCTA5 22960,10079,987,921,1165,9.8,9.1,11.6
ZCTA5 22963,16571,1768,1029,2366,10.7,6.2,14.3
ZCTA5 22964,298,0,0,65,0.0,0.0,21.8
ZCTA5 22967,2048,195,74,175,9.5,3.6,8.5
ZCTA5 22968,10562,1591,560,1535,15.1,5.3,14.5
ZCTA5 22969,1866,19,37,298,1.0,2.0,16.0
ZCTA5 22971,1749,152,205,191,8.7,11.7,10.9
ZCTA5 22972,267,11,16,13,4.1,6.0,4.9
ZCTA5 22973,5915,596,395,816,10.1,6.7,13.8
ZCTA5 22974,5115,691,379,860,13.5,7.4,16.8
ZCTA5 22976,587,66,44,35,11.2,7.5,6.0
ZCTA5 22980,32337,4376,2278,3929,13.5,7.0,12.2
ZCTA5 22989,17,0,0,0,0.0,0.0,0.0
ZCTA5 23002,9986,1069,1190,1436,10.7,11.9,14.4
ZCTA5 23004,750,64,40,156,8.5,5.3,20.8
ZCTA5 23005,17602,1822,1082,2281,10.4,6.1,13.0
ZCTA5 23009,6629,818,518,855,12.3,7.8,12.9
ZCTA5 23011,1345,247,84,186,18.4,6.2,13.8
ZCTA5 23015,3853,433,440,578,11.2,11.4,15.0
ZCTA5 23021,322,0,0,103,0.0,0.0,32.0
ZCTA5 23022,917,110,44,154,12.0,4.8,16.8
ZCTA5 23023,675,11,47,112,1.6,7.0,16.6
ZCTA5 23024,8502,1111,731,1545,13.1,8.6,18.2
ZCTA5 23025,179,28,39,25,15.6,21.8,14.0
ZCTA5 23027,1116,96,114,154,8.6,10.2,13.8
ZCTA5 23030,4765,440,459,810,9.2,9.6,17.0
ZCTA5 23032,413,64,19,109,15.5,4.6,26.4
ZCTA5 23035,1518,96,95,228,6.3,6.3,15.0
ZCTA5 23038,1513,99,187,260,6.5,12.4,17.2
ZCTA5 23039,1056,103,65,188,9.8,6.2,17.8
ZCTA5 23040,4747,583,417,622,12.3,8.8,13.1
ZCTA5 23043,2036,160,140,208,7.9,6.9,10.2
ZCTA5 23045,134,0,20,0,0.0,14.9,0.0
ZCTA5 23047,1888,146,183,236,7.7,9.7,12.5
ZCTA5 23050,685,75,0,159,10.9,0.0,23.2
ZCTA5 23055,763,50,49,35,6.6,6.4,4.6
ZCTA5 23056,428,0,90,91,0.0,21.0,21.3
ZCTA5 23059,36070,3093,2280,5901,8.6,6.3,16.4
ZCTA5 23060,37554,4815,2313,5093,12.8,6.2,13.6
ZCTA5 23061,21271,2322,1952,3162,10.9,9.2,14.9
ZCTA5 23062,2246,253,309,334,11.3,13.8,14.9
ZCTA5 23063,4720,483,416,917,10.2,8.8,19.4
ZCTA5 23064,253,0,0,0,0.0,0.0,0.0
ZCTA5 23065,1472,148,17,215,10.1,1.2,14.6
ZCTA5 23066,100,0,0,0,0.0,0.0,0.0
ZCTA5 23068,195,118,0,41,60.5,0.0,21.0
ZCTA5 23069,2883,397,214,489,13.8,7.4,17.0
ZCTA5 23070,328,17,27,38,5.2,8.2,11.6
ZCTA5 23071,1523,66,138,213,4.3,9.1,14.0
ZCTA5 23072,12377,1523,886,1908,12.3,7.2,15.4
ZCTA5 23075,9414,1088,762,1407,11.6,8.1,14.9
ZCTA5 23076,872,149,33,32,17.1,3.8,3.7
ZCTA5 23079,409,50,39,47,12.2,9.5,11.5
ZCTA5 23083,2616,368,232,337,14.1,8.9,12.9
ZCTA5 23084,1897,68,156,311,3.6,8.2,16.4
ZCTA5 23085,557,0,66,25,0.0,11.8,4.5
ZCTA5 23086,3638,388,370,534,10.7,10.2,14.7
ZCTA5 23089,5695,509,510,945,8.9,9.0,16.6
ZCTA5 23091,245,0,0,73,0.0,0.0,29.8
ZCTA5 23092,568,93,120,122,16.4,21.1,21.5
ZCTA5 23093,13992,1711,1085,1818,12.2,7.8,13.0
ZCTA5 23102,3312,360,323,382,10.9,9.8,11.5
ZCTA5 23103,5525,281,624,817,5.1,11.3,14.8
ZCTA5 23106,1019,224,28,182,22.0,2.7,17.9
ZCTA5 23108,89,9,6,23,10.1,6.7,25.8
ZCTA5 23109,2084,122,138,198,5.9,6.6,9.5
ZCTA5 23110,385,28,13,86,7.3,3.4,22.3
ZCTA5 23111,36846,4050,2907,5118,11.0,7.9,13.9
ZCTA5 23112,53168,6501,3274,7552,12.2,6.2,14.2
ZCTA5 23113,25021,1532,2090,4193,6.1,8.4,16.8
ZCTA5 23114,19628,1859,1577,2484,9.5,8.0,12.7
ZCTA5 23115,49,0,1,21,0.0,2.0,42.9
ZCTA5 23116,31059,2837,2498,5101,9.1,8.0,16.4
ZCTA5 23117,9353,857,721,1151,9.2,7.7,12.3
ZCTA5 23119,319,0,0,38,0.0,0.0,11.9
ZCTA5 23120,10478,808,678,1662,7.7,6.5,15.9
ZCTA5 23123,1922,176,207,351,9.2,10.8,18.3
ZCTA5 23124,4526,493,405,627,10.9,8.9,13.9
ZCTA5 23125,401,38,11,50,9.5,2.7,12.5
ZCTA5 23126,496,11,72,30,2.2,14.5,6.0
ZCTA5 23128,707,51,114,77,7.2,16.1,10.9
ZCTA5 23129,767,102,18,8,13.3,2.3,1.0
ZCTA5 23130,223,0,0,19,0.0,0.0,8.5
ZCTA5 23138,625,5,58,33,0.8,9.3,5.3
ZCTA5 23139,24647,2443,2061,4000,9.9,8.4,16.2
ZCTA5 23140,6431,695,461,876,10.8,7.2,13.6
ZCTA5 23141,7026,917,489,1072,13.1,7.0,15.3
ZCTA5 23146,3257,386,336,502,11.9,10.3,15.4
ZCTA5 23148,1799,146,222,367,8.1,12.3,20.4
ZCTA5 23149,3116,503,242,324,16.1,7.8,10.4
ZCTA5 23150,12862,1645,1113,1736,12.8,8.7,13.5
ZCTA5 23153,1372,152,90,303,11.1,6.6,22.1
ZCTA5 23156,1811,229,135,188,12.6,7.5,10.4
ZCTA5 23160,2557,646,178,675,25.3,7.0,26.4
ZCTA5 23161,111,20,0,0,18.0,0.0,0.0
ZCTA5 23163,27,12,8,7,44.4,29.6,25.9
ZCTA5 23168,7703,909,467,1042,11.8,6.1,13.5
ZCTA5 23169,1069,99,95,102,9.3,8.9,9.5
ZCTA5 23173,2227,17,0,0,0.8,0.0,0.0
ZCTA5 23175,1575,88,152,218,5.6,9.7,13.8
ZCTA5 23176,370,59,13,15,15.9,3.5,4.1
ZCTA5 23177,664,148,68,62,22.3,10.2,9.3
ZCTA5 23180,633,116,80,53,18.3,12.6,8.4
ZCTA5 23181,5232,654,352,861,12.5,6.7,16.5
ZCTA5 23185,47894,4603,3311,5806,9.6,6.9,12.1
ZCTA5 23187,251,0,0,0,0.0,0.0,0.0
ZCTA5 23188,44499,4787,2525,5445,10.8,5.7,12.2
ZCTA5 23192,6903,729,612,1207,10.6,8.9,17.5
ZCTA5 23219,4504,1501,335,345,33.3,7.4,7.7
ZCTA5 23220,34934,8697,1603,2602,24.9,4.6,7.4
ZCTA5 23221,14842,4803,824,1539,32.4,5.6,10.4
ZCTA5 23222,27212,5046,2187,3168,18.5,8.0,11.6
ZCTA5 23223,52309,10318,3760,6642,19.7,7.2,12.7
ZCTA5 23224,40546,7244,2609,4907,17.9,6.4,12.1
ZCTA5 23225,42937,8975,2576,5262,20.9,6.0,12.3
ZCTA5 23226,16458,3099,1173,1974,18.8,7.1,12.0
ZCTA5 23227,25931,3875,2169,3414,14.9,8.4,13.2
ZCTA5 23228,35704,6491,2597,4292,18.2,7.3,12.0
ZCTA5 23229,35325,4961,2329,4625,14.0,6.6,13.1
ZCTA5 23230,6871,1691,303,918,24.6,4.4,13.4
ZCTA5 23231,36564,4531,2314,5190,12.4,6.3,14.2
ZCTA5 23233,31605,4509,2490,4930,14.3,7.9,15.6
ZCTA5 23234,44783,7392,2691,6059,16.5,6.0,13.5
ZCTA5 23235,32627,3835,2375,4715,11.8,7.3,14.5
ZCTA5 23236,24286,2868,1785,3114,11.8,7.3,12.8
ZCTA5 23237,24711,3914,1454,3215,15.8,5.9,13.0
ZCTA5 23238,26132,3188,1548,3254,12.2,5.9,12.5
ZCTA5 23250,0,0,0,0,,,
ZCTA5 23294,18091,4792,770,2090,26.5,4.3,11.6
ZCTA5 23301,1721,414,100,129,24.1,5.8,7.5
ZCTA5 23302,162,0,29,57,0.0,17.9,35.2
ZCTA5 23303,587,30,19,105,5.1,3.2,17.9
ZCTA5 23304,36,0,0,0,0.0,0.0,0.0
ZCTA5 23306,766,98,14,246,12.8,1.8,32.1
ZCTA5 23307,704,77,110,88,10.9,15.6,12.5
ZCTA5 23308,2133,362,242,250,17.0,11.3,11.7
ZCTA5 23310,4351,474,385,419,10.9,8.8,9.6
ZCTA5 23313,184,20,16,11,10.9,8.7,6.0
ZCTA5 23314,9261,1126,546,1321,12.2,5.9,14.3
ZCTA5 23315,1213,143,95,156,11.8,7.8,12.9
ZCTA5 23316,521,66,16,13,12.7,3.1,2.5
ZCTA5 23320,57619,10141,3937,7234,17.6,6.8,12.6
ZCTA5 23321,36212,4501,2364,5259,12.4,6.5,14.5
ZCTA5 23322,64972,6604,5060,10201,10.2,7.8,15.7
ZCTA5 23323,41074,5968,2845,5109,14.5,6.9,12.4
ZCTA5 23324,23893,4143,1414,2655,17.3,5.9,11.1
ZCTA5 23325,16250,2621,996,1847,16.1,6.1,11.4
ZCTA5 23336,2899,229,420,376,7.9,14.5,13.0
ZCTA5 23337,430,96,13,68,22.3,3.0,15.8
ZCTA5 23347,730,102,46,59,14.0,6.3,8.1
ZCTA5 23350,3551,262,286,462,7.4,8.1,13.0
ZCTA5 23354,159,0,7,54,0.0,4.4,34.0
ZCTA5 23356,1187,112,15,15,9.4,1.3,1.3
ZCTA5 23357,747,23,70,83,3.1,9.4,11.1
ZCTA5 23358,89,0,47,29,0.0,52.8,32.6
ZCTA5 23359,666,86,129,39,12.9,19.4,5.9
ZCTA5 23389,221,12,0,0,5.4,0.0,0.0
ZCTA5 23395,558,43,0,83,7.7,0.0,14.9
ZCTA5 23398,31,6,0,0,19.4,0.0,0.0
ZCTA5 23401,151,11,23,17,7.3,15.2,11.3
ZCTA5 23405,923,40,90,125,4.3,9.8,13.5
ZCTA5 23407,828,142,17,82,17.1,2.1,9.9
ZCTA5 23408,69,27,0,0,39.1,0.0,0.0
ZCTA5 23409,158,0,0,6,0.0,0.0,3.8
ZCTA5 23410,1326,79,76,192,6.0,5.7,14.5
ZCTA5 23413,639,71,61,89,11.1,9.5,13.9
ZCTA5 23414,174,61,14,76,35.1,8.0,43.7
ZCTA5 23415,1603,187,226,341,11.7,14.1,21.3
ZCTA5 23416,166,33,0,0,19.9,0.0,0.0
ZCTA5 23417,3438,272,378,232,7.9,11.0,6.7
ZCTA5 23418,963,123,126,44,12.8,13.1,4.6
ZCTA5 23420,3739,487,235,383,13.0,6.3,10.2
ZCTA5 23421,4423,407,267,532,9.2,6.0,12.0
ZCTA5 23422,147,0,24,25,0.0,16.3,17.0
ZCTA5 23423,419,0,51,97,0.0,12.2,23.2
ZCTA5 23426,94,0,0,0,0.0,0.0,0.0
ZCTA5 23427,238,10,22,47,4.2,9.2,19.7
ZCTA5 23430,17245,1782,1576,2489,10.3,9.1,14.4
ZCTA5 23432,1506,185,158,168,12.3,10.5,11.2
ZCTA5 23433,1214,95,118,104,7.8,9.7,8.6
ZCTA5 23434,49625,6718,3623,6623,13.5,7.3,13.3
ZCTA5 23435,30626,4587,1792,4845,15.0,5.9,15.8
ZCTA5 23436,1019,71,22,121,7.0,2.2,11.9
ZCTA5 23437,4308,389,273,612,9.0,6.3,14.2
ZCTA5 23438,1795,137,99,275,7.6,5.5,15.3
ZCTA5 23440,506,16,46,90,3.2,9.1,17.8
ZCTA5 23441,125,11,33,20,8.8,26.4,16.0
ZCTA5 23442,1263,43,60,94,3.4,4.8,7.4
ZCTA5 23451,43230,7627,2731,5318,17.6,6.3,12.3
ZCTA5 23452,58996,10840,3771,7912,18.4,6.4,13.4
ZCTA5 23453,35019,6236,2689,4620,17.8,7.7,13.2
ZCTA5 23454,58904,9040,4365,7839,15.3,7.4,13.3
ZCTA5 23455,49263,9100,3317,5987,18.5,6.7,12.2
ZCTA5 23456,54337,5825,3777,8403,10.7,7.0,15.5
ZCTA5 23457,4180,547,327,694,13.1,7.8,16.6
ZCTA5 23459,1430,440,0,37,30.8,0.0,2.6
ZCTA5 23460,2024,196,10,4,9.7,0.5,0.2
ZCTA5 23461,453,79,0,12,17.4,0.0,2.6
ZCTA5 23462,65906,12164,3780,7044,18.5,5.7,10.7
ZCTA5 23464,76421,12346,4253,9392,16.2,5.6,12.3
ZCTA5 23480,380,12,58,50,3.2,15.3,13.2
ZCTA5 23486,23,0,23,0,0.0,100.0,0.0
ZCTA5 23487,5728,588,420,825,10.3,7.3,14.4
ZCTA5 23488,366,70,0,76,19.1,0.0,20.8
ZCTA5 23502,21363,3386,1463,2693,15.8,6.8,12.6
ZCTA5 23503,31915,7350,1925,3818,23.0,6.0,12.0
ZCTA5 23504,23330,3474,1178,2379,14.9,5.0,10.2
ZCTA5 23505,30270,6522,1766,2633,21.5,5.8,8.7
ZCTA5 23507,6795,1833,242,666,27.0,3.6,9.8
ZCTA5 23508,21697,3093,693,1720,14.3,3.2,7.9
ZCTA5 23509,13567,2568,1055,1538,18.9,7.8,11.3
ZCTA5 23510,8913,2349,425,891,26.4,4.8,10.0
ZCTA5 23511,13773,2644,29,124,19.2,0.2,0.9
ZCTA5 23513,30384,6079,1995,3540,20.0,6.6,11.7
ZCTA5 23517,4543,1289,358,645,28.4,7.9,14.2
ZCTA5 23518,29301,5401,2257,3313,18.4,7.7,11.3
ZCTA5 23523,7561,1297,413,711,17.2,5.5,9.4
ZCTA5 23551,1189,120,0,0,10.1,0.0,0.0
ZCTA5 23601,25005,3892,1571,3767,15.6,6.3,15.1
ZCTA5 23602,38821,6597,2532,4896,17.0,6.5,12.6
ZCTA5 23603,3907,581,114,352,14.9,2.9,9.0
ZCTA5 23604,6900,1590,9,236,23.0,0.1,3.4
ZCTA5 23605,13801,2677,888,1667,19.4,6.4,12.1
ZCTA5 23606,28772,4815,1785,3037,16.7,6.2,10.6
ZCTA5 23607,23067,3796,1392,2471,16.5,6.0,10.7
ZCTA5 23608,43058,7286,2572,4536,16.9,6.0,10.5
ZCTA5 23651,479,40,32,58,8.4,6.7,12.1
ZCTA5 23661,12812,1621,1166,1727,12.7,9.1,13.5
ZCTA5 23662,12066,1214,931,1712,10.1,7.7,14.2
ZCTA5 23663,13528,1878,1145,1570,13.9,8.5,11.6
ZCTA5 23664,9593,1534,892,1247,16.0,9.3,13.0
ZCTA5 23665,6363,1250,65,281,19.6,1.0,4.4
ZCTA5 23666,52249,9472,3510,6127,18.1,6.7,11.7
ZCTA5 23669,40996,5596,3137,4584,13.7,7.7,11.2
ZCTA5 23690,4374,600,314,304,13.7,7.2,7.0
ZCTA5 23691,152,37,0,30,24.3,0.0,19.7
ZCTA5 23692,18273,1735,1610,2312,9.5,8.8,12.7
ZCTA5 23693,24311,2378,1836,3844,9.8,7.6,15.8
ZCTA5 23696,3696,525,328,541,14.2,8.9,14.6
ZCTA5 23701,23951,4370,1718,2827,18.2,7.2,11.8
ZCTA5 23702,11020,2090,792,1233,19.0,7.2,11.2
ZCTA5 23703,26655,4155,1441,3314,15.6,5.4,12.4
ZCTA5 23704,17592,2725,1251,1887,15.5,7.1,10.7
ZCTA5 23707,14685,2257,951,1711,15.4,6.5,11.7
ZCTA5 23708,508,17,0,6,3.3,0.0,1.2
ZCTA5 23709,686,44,0,0,6.4,0.0,0.0
ZCTA5 23801,5763,1298,66,233,22.5,1.1,4.0
ZCTA5 23803,38187,5185,2899,5042,13.6,7.6,13.2
ZCTA5 23805,19440,3092,1329,2581,15.9,6.8,13.3
ZCTA5 23806,1640,4,0,0,0.2,0.0,0.0
ZCTA5 23821,2016,275,109,177,13.6,5.4,8.8
ZCTA5 23824,6476,670,469,620,10.3,7.2,9.6
ZCTA5 23827,1491,160,139,260,10.7,9.3,17.4
ZCTA5 23828,333,58,13,26,17.4,3.9,7.8
ZCTA5 23829,2454,260,345,577,10.6,14.1,23.5
ZCTA5 23830,1565,128,100,152,8.2,6.4,9.7
ZCTA5 23831,35964,4269,2465,5124,11.9,6.9,14.2
ZCTA5 23832,38329,5335,2937,5211,13.9,7.7,13.6
ZCTA5 23833,2216,280,193,301,12.6,8.7,13.6
ZCTA5 23834,26017,3241,1933,3156,12.5,7.4,12.1
ZCTA5 23836,13787,1175,1089,2396,8.5,7.9,17.4
ZCTA5 23837,4406,470,244,728,10.7,5.5,16.5
ZCTA5 23838,16666,1217,1514,2914,7.3,9.1,17.5
ZCTA5 23839,936,62,98,240,6.6,10.5,25.6
ZCTA5 23840,2719,435,129,578,16.0,4.7,21.3
ZCTA5 23841,3266,460,316,369,14.1,9.7,11.3
ZCTA5 23842,6458,918,582,1030,14.2,9.0,15.9
ZCTA5 23843,417,10,45,79,2.4,10.8,18.9
ZCTA5 23844,612,51,50,87,8.3,8.2,14.2
ZCTA5 23845,519,33,32,100,6.4,6.2,19.3
ZCTA5 23846,852,81,94,118,9.5,11.0,13.8
ZCTA5 23847,15717,2600,1049,2385,16.5,6.7,15.2
ZCTA5 23850,1211,143,106,191,11.8,8.8,15.8
ZCTA5 23851,13437,1684,794,1779,12.5,5.9,13.2
ZCTA5 23856,907,143,74,130,15.8,8.2,14.3
ZCTA5 23857,687,73,105,14,10.6,15.3,2.0
ZCTA5 23860,30524,4810,2198,4159,15.8,7.2,13.6
ZCTA5 23866,1974,147,145,243,7.4,7.3,12.3
ZCTA5 23867,1930,380,95,252,19.7,4.9,13.1
ZCTA5 23868,6986,1065,442,852,15.2,6.3,12.2
ZCTA5 23872,2549,281,174,388,11.0,6.8,15.2
ZCTA5 23874,924,95,72,124,10.3,7.8,13.4
ZCTA5 23875,12313,1519,807,1606,12.3,6.6,13.0
ZCTA5 23876,267,11,8,66,4.1,3.0,24.7
ZCTA5 23878,989,77,99,95,7.8,10.0,9.6
ZCTA5 23879,512,62,80,109,12.1,15.6,21.3
ZCTA5 23881,2023,241,218,132,11.9,10.8,6.5
ZCTA5 23882,2136,286,209,198,13.4,9.8,9.3
ZCTA5 23883,2065,297,191,377,14.4,9.2,18.3
ZCTA5 23884,38,17,0,3,44.7,0.0,7.9
ZCTA5 23885,2542,310,305,364,12.2,12.0,14.3
ZCTA5 23887,307,70,22,33,22.8,7.2,10.7
ZCTA5 23888,2420,216,204,295,8.9,8.4,12.2
ZCTA5 23889,748,45,65,46,6.0,8.7,6.1
ZCTA5 23890,4396,599,246,680,13.6,5.6,15.5
ZCTA5 23891,2112,776,124,288,36.7,5.9,13.6
ZCTA5 23893,286,0,100,24,0.0,35.0,8.4
ZCTA5 23894,807,74,44,120,9.2,5.5,14.9
ZCTA5 23897,516,52,27,133,10.1,5.2,25.8
ZCTA5 23898,2190,135,362,246,6.2,16.5,11.2
ZCTA5 23899,330,28,34,47,8.5,10.3,14.2
ZCTA5 23901,18397,1804,1113,1721,9.8,6.0,9.4
ZCTA5 23909,447,0,0,0,0.0,0.0,0.0
ZCTA5 23915,1215,186,103,245,15.3,8.5,20.2
ZCTA5 23917,2778,297,287,312,10.7,10.3,11.2
ZCTA5 23919,2436,199,169,185,8.2,6.9,7.6
ZCTA5 23920,2975,433,327,492,14.6,11.0,16.5
ZCTA5 23921,1297,101,123,219,7.8,9.5,16.9
ZCTA5 23922,4551,1027,264,835,22.6,5.8,18.3
ZCTA5 23923,3083,245,310,385,7.9,10.1,12.5
ZCTA5 23924,5625,429,479,730,7.6,8.5,13.0
ZCTA5 23927,4074,458,293,451,11.2,7.2,11.1
ZCTA5 23930,4919,519,340,647,10.6,6.9,13.2
ZCTA5 23934,524,102,52,34,19.5,9.9,6.5
ZCTA5 23936,8215,1295,613,1321,15.8,7.5,16.1
ZCTA5 23937,1794,132,200,206,7.4,11.1,11.5
ZCTA5 23938,233,41,15,30,17.6,6.4,12.9
ZCTA5 23942,1239,69,44,259,5.6,3.6,20.9
ZCTA5 23943,54,0,0,0,0.0,0.0,0.0
ZCTA5 23944,3096,281,292,244,9.1,9.4,7.9
ZCTA5 23947,3927,405,145,428,10.3,3.7,10.9
ZCTA5 23950,3870,396,401,460,10.2,10.4,11.9
ZCTA5 23952,238,6,0,39,2.5,0.0,16.4
ZCTA5 23954,1663,155,91,227,9.3,5.5,13.7
ZCTA5 23958,3318,381,260,371,11.5,7.8,11.2
ZCTA5 23959,1198,142,77,125,11.9,6.4,10.4
ZCTA5 23960,1541,120,138,253,7.8,9.0,16.4
ZCTA5 23962,830,103,86,35,12.4,10.4,4.2
ZCTA5 23963,88,0,40,0,0.0,45.5,0.0
ZCTA5 23964,1278,133,164,175,10.4,12.8,13.7
ZCTA5 23966,2286,337,159,346,14.7,7.0,15.1
ZCTA5 23967,1137,97,53,245,8.5,4.7,21.5
ZCTA5 23968,604,90,29,114,14.9,4.8,18.9
ZCTA5 23970,8616,896,540,1146,10.4,6.3,13.3
ZCTA5 23974,5608,704,404,850,12.6,7.2,15.2
ZCTA5 23976,34,0,0,0,0.0,0.0,0.0
ZCTA5 24011,518,160,40,74,30.9,7.7,14.3
ZCTA5 24012,30220,4466,2347,3669,14.8,7.8,12.1
ZCTA5 24013,8478,1290,494,1278,15.2,5.8,15.1
ZCTA5 24014,16605,2023,1123,2555,12.2,6.8,15.4
ZCTA5 24015,14677,2496,918,1783,17.0,6.3,12.1
ZCTA5 24016,8759,2019,605,915,23.1,6.9,10.4
ZCTA5 24017,23699,2803,1521,3390,11.8,6.4,14.3
ZCTA5 24018,38341,4046,2665,5214,10.6,7.0,13.6
ZCTA5 24019,27722,3704,2023,3653,13.4,7.3,13.2
ZCTA5 24020,632,61,0,0,9.7,0.0,0.0
ZCTA5 24053,2646,265,303,370,10.0,11.5,14.0
ZCTA5 24054,6367,580,481,948,9.1,7.6,14.9
ZCTA5 24055,12402,1148,1037,1371,9.3,8.4,11.1
ZCTA5 24058,242,19,0,0,7.9,0.0,0.0
ZCTA5 24059,853,25,89,167,2.9,10.4,19.6
ZCTA5 24060,55676,7253,1567,3889,13.0,2.8,7.0
ZCTA5 24064,5046,612,445,561,12.1,8.8,11.1
ZCTA5 24065,6098,764,832,1086,12.5,13.6,17.8
ZCTA5 24066,5295,580,499,823,11.0,9.4,15.5
ZCTA5 24067,2368,252,171,408,10.6,7.2,17.2
ZCTA5 24069,1644,210,224,252,12.8,13.6,15.3
ZCTA5 24070,1827,207,119,258,11.3,6.5,14.1
ZCTA5 24072,1029,182,35,212,17.7,3.4,20.6
ZCTA5 24073,30710,4753,1916,4444,15.5,6.2,14.5
ZCTA5 24076,1362,213,158,153,15.6,11.6,11.2
ZCTA5 24077,769,64,30,118,8.3,3.9,15.3
ZCTA5 24078,7527,532,447,1381,7.1,5.9,18.3
ZCTA5 24079,1817,76,60,270,4.2,3.3,14.9
ZCTA5 24082,650,76,40,133,11.7,6.2,20.5
ZCTA5 24083,2910,91,190,373,3.1,6.5,12.8
ZCTA5 24084,11002,1285,722,1464,11.7,6.6,13.3
